entity_id;area;status;priority
1943849;Система.Ошибки;Отклонен исполнителем;Низкий
2867204;Система. Движок;Создано;Средний
2887761;Система.ХранениеАртефактов;Исправление;Средний
3185895;Система.Вики;Закрыто;Средний
3206897;Система.Вики;Закрыто;Средний
3207618;Система.Вики;Закрыто;Средний
3335475;Система.Вики;Закрыто;Средний
3335507;Система.Вики;Закрыто;Средний
3335563;Система.Вики;Закрыто;Средний
3335577;Система.Вики;Закрыто;Средний
3385299;Система.Таск-трекер;Закрыто;Высокий
3588880;Система.Вики;Закрыто;Средний
3681164;Система.Таск-трекер;Закрыто;Средний
3681209;Система.Таск-трекер;Закрыто;Средний
3725698;Система.Вики;Закрыто;Средний
3791006;Система.Таск-трекер;Закрыто;Средний
3796983;Система.Вики;Закрыто;Средний
3798425;Система. Движок;Закрыто;Средний
3815067;Система.Таск-трекер;Закрыто;Средний
3815680;Управление релизами изменениями;Закрыто;Средний
3818307;Система.ХранениеАртефактов;Закрыто;Низкий
3818753;Система.Вики;Закрыто;Средний
3825345;Система.Таск-трекер;Закрыто;Средний
3828992;Система.Вики;Закрыто;Средний
3829019;Система.Вики;Закрыто;Средний
3829030;Система.Вики;Закрыто;Средний
3829039;Система.Вики;Закрыто;Средний
3847317;Система.Вики;Закрыто;Низкий
3890401;Система.Вики;Закрыто;Средний
3890402;Система.Вики;Закрыто;Средний
3902314;Система. Движок;Выполнено;Средний
3907488;Система. Движок;Выполнено;Средний
3913376;Система.ХранениеАртефактов;Закрыто;Низкий
3936169;Система.Таск-трекер;Закрыто;Средний
3936191;Система.Таск-трекер;Закрыто;Средний
3959075;Система.Вики;Закрыто;Средний
3961088;Система.Таск-трекер;Закрыто;Средний
3961291;Система.Таск-трекер;Закрыто;Средний
3963619;Система.Таск-трекер;Закрыто;Средний
3967007;Система.Таск-трекер;Закрыто;Критический
3967031;Система.Таск-трекер;Закрыто;Критический
3969519;Система.Таск-трекер;Закрыто;Критический
3969553;Система.Таск-трекер;Закрыто;Критический
3969950;Система.Таск-трекер;Закрыто;Высокий
3973197;Система.Вики;Закрыто;Средний
3979239;Система.Таск-трекер;Закрыто;Средний
3994050;Система. Движок;Закрыто;Средний
