entity_id;history_property_name;history_date;history_change
102481;Дата решения;8/7/24 6:00;<empty> -> 2024-08-06T19:30:16+00:00
102481;Задача;5/12/23 13:33;
102481;;7/3/23 12:28;
102481;Название;8/14/23 12:47;"Интеграция с СУБО ""Вики"" -> Интеграция с СУБО ""Вики"": 2023.4"
102481;Приоритет;8/14/23 12:47;high -> low
102481;Стрим-владелец;8/14/23 12:47;
102481;Стрим-заказчик;8/14/23 12:48;IT4IT -> Процессы производства
102481;Стрим-заказчик;8/14/23 12:48;Процессы производства -> House Keeping
102481;Стрим-заказчик;8/14/23 12:48;Процессы производства -> Процессы производства
102481;Стрим-заказчик;8/14/23 12:48;House Keeping -> Процессы производства
102481;Стрим-заказчик;8/14/23 12:48;Процессы производства -> Процессы производства
102481;Проект-заказчик;8/14/23 12:48;<empty> -> ! Нет Проекта
102481;Родительская задача;8/14/23 12:49;<empty> -> PPIN-1003
102481;;8/14/23 12:49;
102481;Название;8/15/23 13:02;"Интеграция с СУБО ""Вики"": 2023.4 -> Интеграция с СУБО ""Вики"""
102481;Родительская задача;8/15/23 13:02;PPIN-1003 -> PPIN-472
102481;;8/17/23 11:39;
102481;;8/17/23 11:47;
102481;Приоритет;8/17/23 11:47;low -> average
102481;Связанные Задачи;8/17/23 14:11;<empty> -> 29
102481;Связанные Задачи;8/17/23 14:11;<empty> -> PPIN-844
102481;;8/17/23 14:16;
102481;Родительская задача;9/5/23 10:27;
102481;Родительская задача;9/5/23 10:27;<empty> -> PPIN-865
102481;;9/7/23 6:52;
102481;Родительская задача;9/7/23 7:00;PPIN-865 -> PPIN-866
102481;Родительская задача;9/7/23 7:00;PPIN-866 -> PPIN-324
102481;Родительская задача;9/20/23 12:08;
102481;Родительская задача;9/20/23 12:08;<empty> -> PPIN-468
102481;Связанные Задачи;9/20/23 12:08;
102481;;9/20/23 12:10;
102481;Название;9/20/23 12:12;"Интеграция с СУБО ""Вики"" -> Интеграция со Система.Вики"
102481;Дочерние Задачи;10/11/23 10:26;<empty> -> PPIN-2058
102481;Дочерние Задачи;10/11/23 10:28;
