entity_id;area;status;priority
94297;Система.Таск-трекер;Закрыто;Средний
1966759;Управление релизами изменениями;Исправление;Низкий
2441405;Управление релизами изменениями;Исправление;Низкий
2840563;Система.Таск-трекер;Закрыто;Средний
2938657;Система.Таск-трекер;Закрыто;Средний
2980909;Система.Ошибки;Выполнено;Средний
3207737;Система.Таск-трекер;Закрыто;Средний
3516665;Система.Таск-трекер;Анализ;Высокий
3549113;Управление релизами изменениями;Анализ;Низкий
3701003;Система.Таск-трекер;Закрыто;Средний
3749735;Система.ХранениеАртефактов;Отложен;Низкий
3781039;Система.ХранениеАртефактов;Закрыто;Средний
3797131;Система.Таск-трекер;Выполнено;Средний
3803163;Система.Таск-трекер;Закрыто;Высокий
3836437;Система.ХранениеАртефактов;Закрыто;Средний
3864762;Система.Ошибки;Закрыто;Средний
3907488;Система. Движок;Выполнено;Средний
3910233;Система.Таск-трекер;Закрыто;Средний
3978415;Система.Вики;Создано;Средний
3986221;Система.Таск-трекер;Закрыто;Средний
3986639;Система. Движок;Закрыто;Средний
4042153;Управление релизами изменениями;Закрыто;Низкий
4042394;Управление релизами изменениями;Закрыто;Низкий
4075629;Система. Движок;Исправление;Средний
4089534;Система.Таск-трекер;Закрыто;Средний
4091652;Система. Движок;Закрыто;Высокий
4091655;Система. Движок;Закрыто;Высокий
4092647;Система. Движок;Создано;Средний
4092837;Система. Движок;Создано;Средний
4096572;Система.ХранениеАртефактов;Закрыто;Средний
4098097;Система.Таск-трекер;Закрыто;Средний
4111553;Система.Таск-трекер;Закрыто;Средний
4127240;Система.Таск-трекер;Закрыто;Средний
4197866;Система. Движок;Создано;Средний
4228784;Система.Таск-трекер;Закрыто;Средний
4264603;Система.Таск-трекер;Закрыто;Средний
4326531;Система.ХранениеАртефактов;Закрыто;Средний
4334971;Система.Таск-трекер;Закрыто;Критический
4334986;Система.Таск-трекер;Закрыто;Критический
4337435;Система.ХранениеАртефактов;Выполнено;Средний
4337453;Система.ХранениеАртефактов;Закрыто;Средний
4337719;Система.Таск-трекер;Закрыто;Критический
4337932;Система.ХранениеАртефактов;Закрыто;Средний
4337946;Система.ХранениеАртефактов;Закрыто;Средний
4347835;Система.Таск-трекер;Тестирование;Средний
4352186;Система.Таск-трекер;Закрыто;Средний
4380297;Управление релизами изменениями;Закрыто;Низкий
4399932;Система.Таск-трекер;Закрыто;Высокий
4427623;Система. Движок;Закрыто;Средний
4438203;Система.Вики;Закрыто;Средний
4441008;Система.Таск-трекер;Закрыто;Средний
4441041;Система.Таск-трекер;Закрыто;Средний
4445270;Система.Таск-трекер;Закрыто;Критический
4449638;Система.Вики;Закрыто;Средний
4450950;Система. Движок;Закрыто;Высокий
4455271;Управление релизами изменениями;Закрыто;Высокий
4455327;Система. Движок;Закрыто;Средний
4456149;Управление релизами изменениями;Закрыто;Высокий
4456425;Управление релизами изменениями;Закрыто;Высокий
4456502;Управление релизами изменениями;Закрыто;Средний
4456970;Управление релизами изменениями;Закрыто;Средний
4476767;Система. Движок;Закрыто;Высокий
4476804;Система. Движок;Закрыто;Высокий
4477125;Система. Движок;Закрыто;Средний
4486366;Система.Вики;Закрыто;Средний
4486378;Система.Вики;Закрыто;Средний
4486397;Система.Вики;Закрыто;Средний
4486424;Система.Вики;Закрыто;Средний
4486434;Система.Вики;Закрыто;Средний
4486645;Система.Вики;Закрыто;Средний
4491176;Система.Таск-трекер;Закрыто;Высокий
4497858;Система. Движок;Закрыто;Средний
4498161;Управление релизами изменениями;Выполнено;Высокий
4498685;Управление релизами изменениями;Выполнено;Высокий
4498695;Управление релизами изменениями;Выполнено;Высокий
4498701;Управление релизами изменениями;Закрыто;Средний
4504034;Система.Таск-трекер;Закрыто;Высокий
4504037;Система.Таск-трекер;Закрыто;Высокий
4505529;Система.Вики;Закрыто;Средний
4506738;Система.Таск-трекер;Анализ;Средний
4506809;Система.Таск-трекер;Закрыто;Средний
4509538;Управление релизами изменениями;Закрыто;Средний
4509543;Управление релизами изменениями;Закрыто;Средний
4509882;Управление релизами изменениями;Закрыто;Высокий
4516073;Управление релизами изменениями;Выполнено;Средний
4523718;Система. Движок;Закрыто;Критический
4531037;Система.Таск-трекер;Закрыто;Средний
4549220;Система. Движок;Закрыто;Средний
4550413;Система.Вики;В работе;Средний
4556808;Система.Таск-трекер;Закрыто;Средний
4558613;Система.ХранениеАртефактов;Закрыто;Средний
4575145;Система.Таск-трекер;Закрыто;Средний
4578636;Система.Таск-трекер;Закрыто;Средний
4579094;Система. Движок;Закрыто;Критический
4589756;Система.ХранениеАртефактов;Закрыто;Средний
4596004;Система. Движок;Закрыто;Критический
4600573;Управление релизами изменениями;Тестирование;Низкий
4602781;Управление релизами изменениями;Закрыто;Средний
4609089;Система. Движок;В работе;Средний
4619162;Управление релизами изменениями;Выполнено;Низкий
4623221;Система.Таск-трекер;Закрыто;Средний
4623364;Система.Таск-трекер;Закрыто;Средний
4627018;Система.Таск-трекер;Закрыто;Средний
4629571;Система.Таск-трекер;Закрыто;Средний
4632881;Система.ХранениеАртефактов;Закрыто;Средний
4649797;Система.Вики;Закрыто;Средний
4651289;Система. Движок;Закрыто;Средний
4653024;Система.Таск-трекер;Закрыто;Средний
4660568;Система.ХранениеАртефактов;Закрыто;Средний
4661406;Система. Движок;Создано;Средний
4672429;Управление релизами изменениями;Создано;Средний
4673177;Управление релизами изменениями;В работе;Средний
4673236;Управление релизами изменениями;Создано;Средний
4676222;Система.Таск-трекер;Закрыто;Средний
4679322;Управление релизами изменениями;Закрыто;Средний
4679846;Система.Вики;Закрыто;Средний
4681026;Система.Таск-трекер;Тестирование;Средний
4681497;Управление релизами изменениями;Закрыто;Низкий
4683385;Система.Таск-трекер;Закрыто;Средний
4683386;Система.Таск-трекер;Закрыто;Средний
4685266;Система. Движок;Выполнено;Высокий
4685321;Система. Движок;Закрыто;Критический
4686606;Система.Вики;Закрыто;Средний
4686828;Система.Вики;Закрыто;Средний
4689370;Система.Вики;Закрыто;Средний
4690337;Система.Вики;Закрыто;Средний
4691060;Система.Вики;Закрыто;Средний
4691228;Система.Таск-трекер;Закрыто;Средний
4691386;Система.Вики;Закрыто;Высокий
4693819;Управление релизами изменениями;Создано;Средний
4694049;Система.Вики;Закрыто;Средний
4695218;Система. Движок;Закрыто;Средний
4696929;Система.Вики;Анализ;Средний
4697963;Управление релизами изменениями;Создано;Средний
4700347;Система.Таск-трекер;Закрыто;Средний
4700389;Система.Таск-трекер;Закрыто;Средний
4700405;Система.Таск-трекер;Закрыто;Средний
4702650;Система.Таск-трекер;Закрыто;Средний
4705724;Система.Таск-трекер;Закрыто;Средний
4705918;Система.Вики;Закрыто;Высокий
4707238;Система.ХранениеАртефактов;Закрыто;Средний
4707459;Система. Движок;Выполнено;Средний
4707473;Система. Движок;Выполнено;Средний
4707501;Система. Движок;Закрыто;Средний
4707874;Система.Таск-трекер;Закрыто;Средний
4707911;Система.Таск-трекер;Закрыто;Средний
4708365;Система.Таск-трекер;Закрыто;Средний
4708425;Система.Таск-трекер;Закрыто;Средний
4712991;Система.Таск-трекер;Закрыто;Средний
4718738;Система.Таск-трекер;Отложен;Низкий
4718857;Система.Таск-трекер;Закрыто;Средний
4724529;Система.Таск-трекер;Закрыто;Средний
4727195;Система.ХранениеАртефактов;Закрыто;Средний
4728618;Система.Таск-трекер;Закрыто;Средний
4734011;Система.Таск-трекер;Закрыто;Средний
4736402;Система.Вики;Закрыто;Низкий
4739452;Система.Таск-трекер;Закрыто;Средний
4739575;Система.Таск-трекер;Закрыто;Средний
4740195;Система.Таск-трекер;Закрыто;Средний
4740919;Система.Таск-трекер;Локализация;Средний
4746522;Система.Таск-трекер;Закрыто;Высокий
4747020;Система.Вики;Закрыто;Средний
4747044;Система.Вики;Закрыто;Средний
4747070;Система.Вики;Закрыто;Средний
4747187;Система.ХранениеАртефактов;Закрыто;Средний
4747595;Система.Вики;Закрыто;Средний
4747800;Система.Таск-трекер;Закрыто;Средний
4748005;Система.Вики;Закрыто;Средний
4749944;Система.Таск-трекер;Закрыто;Средний
4751261;Система.Таск-трекер;Закрыто;Средний
4751301;Система.Таск-трекер;Закрыто;Средний
4751713;Система.Таск-трекер;Закрыто;Средний
4753241;Система.Вики;Закрыто;Средний
4768186;Система.Таск-трекер;Выполнено;Высокий
4770987;Система.Таск-трекер;Закрыто;Высокий
4783424;Система.Таск-трекер;Закрыто;Средний
4787082;Система. Движок;Закрыто;Средний
4788026;Система. Движок;Закрыто;Высокий
4789160;Система.Таск-трекер;Закрыто;Средний
4789761;Система.Вики;Закрыто;Средний
4789776;Система.Вики;Выполнено;Средний
4792334;Система.Таск-трекер;Закрыто;Высокий
4793198;Система.Таск-трекер;В работе;Средний
4793295;Система.ХранениеАртефактов;Закрыто;Средний
4793703;Система.Вики;Закрыто;Высокий
4793823;Система.Вики;Закрыто;Высокий
4796911;Система.Таск-трекер;Закрыто;Высокий
4799752;Система.Вики;Закрыто;Средний
4805335;Система.Таск-трекер;Закрыто;Критический
4805405;Система.Таск-трекер;Закрыто;Высокий
4806057;Система.Вики;Закрыто;Средний
4806378;Система.Таск-трекер;Закрыто;Высокий
4806465;Система.Таск-трекер;Закрыто;Средний
4807019;Система.Таск-трекер;Закрыто;Высокий
4807070;Система.Таск-трекер;Закрыто;Высокий
4808331;Система.Таск-трекер;Закрыто;Высокий
4808533;Система.Таск-трекер;Закрыто;Средний
4808612;Система.Таск-трекер;Закрыто;Критический
4808860;Система.Таск-трекер;Закрыто;Низкий
4809115;Система.Таск-трекер;Закрыто;Высокий
4809362;Система.Таск-трекер;Закрыто;Средний
4809431;Система.Таск-трекер;Закрыто;Средний
4809538;Система.Таск-трекер;Закрыто;Средний
4810245;Система.Таск-трекер;Закрыто;Высокий
4813181;Система.Таск-трекер;Закрыто;Средний
4813359;Система.Таск-трекер;Закрыто;Средний
4813722;Система.Вики;Закрыто;Средний
4815907;Система.Таск-трекер;Закрыто;Критический
4815976;Система. Движок;Закрыто;Средний
4816048;Система.ХранениеАртефактов;Закрыто;Средний
4817262;Система.ХранениеАртефактов;Закрыто;Средний
4817320;Система.ХранениеАртефактов;Закрыто;Средний
4817341;Система.ХранениеАртефактов;Закрыто;Средний
4817359;Система.ХранениеАртефактов;Закрыто;Средний
4817384;Система.ХранениеАртефактов;Закрыто;Средний
4817394;Система.ХранениеАртефактов;Закрыто;Средний
4817428;Система.ХранениеАртефактов;Закрыто;Средний
4818747;Система.ХранениеАртефактов;Закрыто;Средний
4818770;Система.ХранениеАртефактов;Закрыто;Средний
4818787;Система.ХранениеАртефактов;Закрыто;Средний
4818804;Система.ХранениеАртефактов;Закрыто;Средний
4818816;Система.ХранениеАртефактов;Закрыто;Средний
4818833;Система.ХранениеАртефактов;Закрыто;Средний
4818853;Система.ХранениеАртефактов;Закрыто;Средний
4818910;Система.ХранениеАртефактов;Закрыто;Средний
4818962;Система.ХранениеАртефактов;Закрыто;Средний
4818994;Система.ХранениеАртефактов;Закрыто;Средний
4819013;Система.ХранениеАртефактов;Закрыто;Средний
4819103;Система.Таск-трекер;Закрыто;Высокий
4819837;Система.ХранениеАртефактов;Закрыто;Средний
4820537;Система. Движок;Закрыто;Средний
4821828;Система.Таск-трекер;Закрыто;Средний
4821914;Система.Таск-трекер;Закрыто;Средний
4822198;Система.Вики;Закрыто;Средний
4827682;Система.ХранениеАртефактов;Закрыто;Средний
4828278;Управление релизами изменениями;Закрыто;Низкий
4830635;Система.ХранениеАртефактов;Закрыто;Средний
4831723;Система. Движок;Закрыто;Средний
4831843;Система.Таск-трекер;Закрыто;Средний
4834319;Система.Вики;Закрыто;Высокий
4834350;Система.Вики;Закрыто;Высокий
4838145;Система.Таск-трекер;Создано;Средний
4838226;Система.Таск-трекер;Создано;Средний
4840777;Система.Таск-трекер;Закрыто;Критический
4841274;Система.Таск-трекер;Закрыто;Средний
4841735;Система.Таск-трекер;Закрыто;Критический
4841853;Система.Таск-трекер;Закрыто;Критический
4841876;Система.Вики;Закрыто;Средний
4841984;Система.Вики;Выполнено;Средний
4842399;Система.Таск-трекер;Закрыто;Средний
4842566;Система.Таск-трекер;Закрыто;Средний
