entity_id;history_property_name;history_date;history_change
1805925;Копирование;7/12/23 9:36;
1805925;Название;7/12/23 9:38;"КОПИЯ [FE] Редактор. Медленно подгружается поле ""Описание"" при первом входе в карточку Таск-трекер -> [BE] История изменений. Пустые строки в истории изменений, если выбрать значение, которое уже было выбрано до редактирования поля"
1805925;Исполнитель;7/12/23 9:38;user4071403@mail.com -> user4094567@mail.com
1805925;Приоритет;7/12/23 9:38;low -> average
1805925;Метки;7/12/23 9:39;<empty> -> Таск-трекер_h
1805925;Метки;7/12/23 9:39;Таск-трекер_h -> Таск-трекер_BE_TaskCard_History
1805925;Компоненты;7/12/23 9:39;<empty> -> Backend
1805925;Компоненты;7/12/23 9:39;Backend -> QA
1805925;;7/12/23 13:26;
1805925;;7/12/23 13:26;
1805925;;7/12/23 13:28;
1805925;Название;7/12/23 13:29;[BE] История изменений. Пустые строки в истории изменений, если выбрать значение, которое уже было выбрано до редактирования поля -> [FE] История изменений. Пустые строки в истории изменений, если выбрать значение, которое уже было выбрано до редактирования поля
1805925;Исполнитель;7/12/23 13:29;user4094567@mail.com -> user4080458@mail.com
1805925;Спринт;7/12/23 13:29;<empty> -> Спринт 2023.3.2.NPP Shared Sprint
1805925;Метки;7/13/23 15:16;Таск-трекер_BE_TaskCard_History -> Таск-трекер_История
1805925;Метки;7/13/23 15:16;Таск-трекер_h -> Таск-трекер_История
1805925;Исполнитель;7/31/23 17:43;user4080458@mail.com -> user4095662@mail.com
1805925;Спринт;7/31/23 17:43;
1805925;Спринт;7/31/23 17:43;Спринт 2023.3.2.NPP Shared Sprint -> Спринт 2023.3.3.NPP Shared Sprint
1805925;Story Points;8/4/23 7:47;<empty> -> 1
1805925;Исполнитель;8/29/23 17:20;
1805925;Исполнитель;9/12/23 15:37;<empty> -> user4097445@mail.com
1805925;Спринт;9/12/23 15:37;<empty> -> Спринт 2023.3.6.NPP Shared Sprint
1805925;Оценка;9/21/23 15:35;<empty> -> 60
1805925;Приоритет;10/24/23 19:32;average -> high
1805925;Исполнитель;11/22/23 13:55;
1805925;Компоненты;11/22/23 13:55;Backend -> КомпанияВ
1805925;Компоненты;11/22/23 13:55;QA -> КомпанияВ
1805925;Статус;11/28/23 11:34;created -> analysis
1805925;Статус;11/30/23 7:17;analysis -> fixing
1805925;Исполнитель;11/30/23 7:17;<empty> -> user4099410@mail.com
1805925;;12/11/23 13:26;
1805925;;12/11/23 13:26;
1805925;Статус;1/16/24 7:48;fixing -> testing
1805925;Исполнитель;1/16/24 7:48;user4099410@mail.com -> user4083841@mail.com
1805925;Спринт;1/17/24 7:16;<empty> -> Спринт 2024.1.1.NPP Shared Sprint
1805925;Спринт;1/30/24 14:29;Спринт 2023.3.3.NPP Shared Sprint -> Спринт 2023.3.3.NPP Shared Sprint
