entity_id;status;priority
1805925;Тестирование;Высокий
1934905;Закрыто;Средний
2536878;Закрыто;Средний
2540151;Закрыто;Средний
2582366;Закрыто;Средний
2623949;Закрыто;Средний
2840563;Закрыто;Средний
2970791;Тестирование;Низкий
3027722;Закрыто;Средний
3127873;Закрыто;Средний
3130955;Закрыто;Средний
3335613;Закрыто;Средний
3421421;Закрыто;Средний
3424881;Закрыто;Средний
3481977;Закрыто;Средний
3482014;Закрыто;Средний
3493071;Закрыто;Средний
3508978;Закрыто;Высокий
3533870;Закрыто;Средний
3604826;Тестирование;Средний
3675079;Закрыто;Низкий
3681164;Закрыто;Средний
3681209;Закрыто;Средний
3701003;Закрыто;Средний
3723915;Закрыто;Средний
3724161;Закрыто;Средний
3757374;Закрыто;Средний
3828992;Закрыто;Средний
3829052;Закрыто;Средний
3829067;Закрыто;Средний
3842914;Закрыто;Средний
3864586;Закрыто;Средний
3902314;Выполнено;Средний
3907488;Выполнено;Средний
3907493;Создано;Средний
3910470;Закрыто;Средний
3969519;Закрыто;Критический
3979239;Закрыто;Средний
3986639;Закрыто;Средний
4012062;Закрыто;Средний
4022816;Готово к разработке;Средний
4023424;Закрыто;Средний
4060389;Создано;Критический
4072962;Закрыто;Средний
4075389;Закрыто;Средний
4083382;Закрыто;Критический
4083795;Закрыто;Критический
4091652;Закрыто;Высокий
4091655;Закрыто;Высокий
4093617;Выполнено;Средний
4093732;В работе;Средний
4097038;Закрыто;Средний
4103291;Закрыто;Средний
4117659;Закрыто;Средний
4117720;Закрыто;Средний
4176602;Закрыто;Высокий
4189515;Создано;Высокий
4197866;Создано;Средний
4205047;Закрыто;Средний
4209484;Тестирование;Критический
4213680;Выполнено;Средний
4216758;Выполнено;Средний
4221177;Закрыто;Средний
4228784;Закрыто;Средний
4230722;Создано;Средний
4309191;Создано;Средний
4309205;Создано;Средний
4317978;Закрыто;Критический
4319047;Закрыто;Средний
4319076;Закрыто;Средний
4325748;Закрыто;Средний
4325780;Закрыто;Средний
4325892;Закрыто;Средний
4326965;Закрыто;Средний
4327229;Закрыто;Средний
4327260;Закрыто;Средний
4327285;Закрыто;Средний
4327519;Закрыто;Средний
4327560;Закрыто;Средний
4327584;Закрыто;Средний
4327601;Закрыто;Средний
4327644;Закрыто;Средний
4328761;Закрыто;Средний
4331423;Закрыто;Средний
4333948;Закрыто;Высокий
4334966;Закрыто;Средний
4337627;Закрыто;Высокий
4337660;Тестирование;Высокий
4337710;Закрыто;Критический
4338145;Закрыто;Средний
4338503;Закрыто;Средний
4339079;Закрыто;Средний
4340678;Закрыто;Средний
4340706;Закрыто;Средний
4340795;Закрыто;Средний
4342867;Тестирование;Средний
4358393;Закрыто;Средний
4365372;Закрыто;Высокий
4370096;Закрыто;Средний
4373318;Подтверждение исправления;Низкий
4377001;Закрыто;Средний
4377396;Закрыто;Средний
4394635;Закрыто;Низкий
4400336;Закрыто;Средний
4402097;Разработка;Средний
4403183;Закрыто;Средний
4417366;Закрыто;Средний
4417462;Подтверждение;Средний
4418620;Закрыто;Средний
4427462;Закрыто;Средний
4427623;Закрыто;Средний
4428061;Закрыто;Средний
4428252;Закрыто;Средний
4432377;Закрыто;Средний
4438187;Закрыто;Средний
4438257;Закрыто;Средний
4444967;Закрыто;Средний
4445270;Закрыто;Критический
4445771;Закрыто;Средний
4450950;Закрыто;Высокий
4454366;Закрыто;Средний
4455120;Закрыто;Высокий
4455327;Закрыто;Средний
4456874;Закрыто;Средний
4466103;Закрыто;Средний
4466684;Закрыто;Средний
4472137;Закрыто;Средний
4472973;Закрыто;Средний
4472989;Закрыто;Средний
4474987;Закрыто;Средний
4475054;Закрыто;Средний
4476153;Закрыто;Высокий
4476767;Закрыто;Высокий
4476804;Закрыто;Высокий
4477125;Закрыто;Средний
4478789;Подтверждение;Средний
4482002;Закрыто;Средний
4486298;Закрыто;Средний
4486312;Закрыто;Средний
4486425;Закрыто;Средний
4486566;Закрыто;Средний
4486685;Закрыто;Средний
4486897;Закрыто;Высокий
4488222;Отложен;Средний
4491114;Подтверждение исправления;Низкий
4491469;Отклонен исполнителем;Высокий
