entity_id;history_property_name;history_date;history_change
1943849;Время решения (ФАКТ);10/3/24 20:00;
1943849;Задача;8/9/23 6:20;
1943849;Исполнитель;8/22/23 9:41;<empty> -> user4071404@mail.com
1943849;;8/22/23 9:41;
1943849;Родительская задача;8/31/23 10:11;
1943849;Родительская задача;8/31/23 10:11;<empty> -> PPIN-1758
1943849;Исполнитель;10/5/23 11:25;
1943849;;10/5/23 11:27;
1943849;Статус;5/6/24 10:35;created -> analysis
1943849;Владелец;5/6/24 10:35;user4071404@mail.com -> user4098426@mail.com
1943849;Исполнитель;5/6/24 10:48;<empty> -> user4098426@mail.com
1943849;Спринт;5/8/24 5:56;<empty> -> Спринт 2024.2.3.NPP Shared Sprint
1943849;Спринт;5/22/24 7:53;Спринт 2024.2.3.NPP Shared Sprint -> Спринт 2024.2.3.NPP Shared Sprint
1943849;Спринт;5/22/24 7:53;Спринт 2024.2.3.NPP Shared Sprint -> Спринт 2024.2.4.NPP Shared Sprint
1943849;Спринт;6/5/24 6:13;Спринт 2024.2.3.NPP Shared Sprint -> Спринт 2024.2.3.NPP Shared Sprint
1943849;Спринт;6/5/24 6:13;Спринт 2024.2.3.NPP Shared Sprint -> Спринт 2024.2.4.NPP Shared Sprint
1943849;Спринт;6/5/24 6:13;Спринт 2024.2.3.NPP Shared Sprint -> Спринт 2024.2.5.NPP Shared Sprint
1943849;Спринт;6/5/24 6:13;Спринт 2024.2.4.NPP Shared Sprint -> Спринт 2024.2.3.NPP Shared Sprint
1943849;Спринт;6/5/24 6:13;Спринт 2024.2.4.NPP Shared Sprint -> Спринт 2024.2.4.NPP Shared Sprint
1943849;Спринт;6/5/24 6:13;Спринт 2024.2.4.NPP Shared Sprint -> Спринт 2024.2.5.NPP Shared Sprint
1943849;Исполнитель;6/17/24 13:08;
1943849;Исполнитель;6/17/24 13:08;<empty> -> user4104482@mail.com
1943849;Исполнитель;6/20/24 10:11;
1943849;Исполнитель;6/20/24 10:11;<empty> -> user4098426@mail.com
1943849;Спринт;6/20/24 10:11;Спринт 2024.2.3.NPP Shared Sprint -> Спринт 2024.2.3.NPP Shared Sprint
1943849;Спринт;6/20/24 10:11;Спринт 2024.2.3.NPP Shared Sprint -> Спринт 2024.2.4.NPP Shared Sprint
1943849;Спринт;6/20/24 10:11;Спринт 2024.2.3.NPP Shared Sprint -> Спринт 2024.2.5.NPP Shared Sprint
1943849;Спринт;6/20/24 10:11;Спринт 2024.2.3.NPP Shared Sprint -> Спринт 2024.2.6.NPP Shared Sprint
1943849;Спринт;6/20/24 10:11;Спринт 2024.2.4.NPP Shared Sprint -> Спринт 2024.2.3.NPP Shared Sprint
1943849;Спринт;6/20/24 10:11;Спринт 2024.2.4.NPP Shared Sprint -> Спринт 2024.2.4.NPP Shared Sprint
1943849;Спринт;6/20/24 10:11;Спринт 2024.2.4.NPP Shared Sprint -> Спринт 2024.2.5.NPP Shared Sprint
1943849;Спринт;6/20/24 10:11;Спринт 2024.2.4.NPP Shared Sprint -> Спринт 2024.2.6.NPP Shared Sprint
1943849;Спринт;6/20/24 10:11;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.2.3.NPP Shared Sprint
1943849;Спринт;6/20/24 10:11;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.2.4.NPP Shared Sprint
1943849;Спринт;6/20/24 10:11;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.2.5.NPP Shared Sprint
1943849;Спринт;6/20/24 10:11;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.2.6.NPP Shared Sprint
1943849;Исполнитель;6/26/24 23:07;
1943849;Исполнитель;6/26/24 23:07;<empty> -> user4104326@mail.com
1943849;Статус;6/26/24 23:07;analysis -> fixing
1943849;Исполнитель;6/27/24 6:41;user4104326@mail.com -> user4098426@mail.com
1943849;Исполнитель;6/27/24 6:50;user4098426@mail.com -> user4080477@mail.com
1943849;Название;6/27/24 6:50;[FE] При сортировке по Теме если знаки препинания стоят перед буквенными значениями сортировка отрабатывает неправильно -> [BE] При сортировке по Теме если знаки препинания стоят перед буквенными значениями сортировка отрабатывает неправильно
1943849;Статус;6/27/24 13:20;fixing -> analysis
1943849;Спринт;7/9/24 7:52;Спринт 2024.2.3.NPP Shared Sprint -> Спринт 2024.2.3.NPP Shared Sprint
1943849;Спринт;7/9/24 7:52;Спринт 2024.2.3.NPP Shared Sprint -> Спринт 2024.2.4.NPP Shared Sprint
1943849;Спринт;7/9/24 7:52;Спринт 2024.2.3.NPP Shared Sprint -> Спринт 2024.2.5.NPP Shared Sprint
1943849;Спринт;7/9/24 7:52;Спринт 2024.2.3.NPP Shared Sprint -> Спринт 2024.2.6.NPP Shared Sprint
1943849;Спринт;7/9/24 7:52;Спринт 2024.2.3.NPP Shared Sprint -> Спринт 2024.3.1.NPP Shared Sprint
1943849;Спринт;7/9/24 7:52;Спринт 2024.2.4.NPP Shared Sprint -> Спринт 2024.2.3.NPP Shared Sprint
1943849;Спринт;7/9/24 7:52;Спринт 2024.2.4.NPP Shared Sprint -> Спринт 2024.2.4.NPP Shared Sprint
1943849;Спринт;7/9/24 7:52;Спринт 2024.2.4.NPP Shared Sprint -> Спринт 2024.2.5.NPP Shared Sprint
1943849;Спринт;7/9/24 7:52;Спринт 2024.2.4.NPP Shared Sprint -> Спринт 2024.2.6.NPP Shared Sprint
1943849;Спринт;7/9/24 7:52;Спринт 2024.2.4.NPP Shared Sprint -> Спринт 2024.3.1.NPP Shared Sprint
1943849;Спринт;7/9/24 7:52;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.2.3.NPP Shared Sprint
1943849;Спринт;7/9/24 7:52;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.2.4.NPP Shared Sprint
1943849;Спринт;7/9/24 7:52;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.2.5.NPP Shared Sprint
1943849;Спринт;7/9/24 7:52;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.2.6.NPP Shared Sprint
1943849;Спринт;7/9/24 7:52;Спринт 2024.2.5.NPP Shared Sprint -> Спринт 2024.3.1.NPP Shared Sprint
1943849;Спринт;7/9/24 7:52;Спринт 2024.2.6.NPP Shared Sprint -> Спринт 2024.2.3.NPP Shared Sprint
1943849;Спринт;7/9/24 7:52;Спринт 2024.2.6.NPP Shared Sprint -> Спринт 2024.2.4.NPP Shared Sprint
1943849;Спринт;7/9/24 7:52;Спринт 2024.2.6.NPP Shared Sprint -> Спринт 2024.2.5.NPP Shared Sprint
1943849;Спринт;7/9/24 7:52;Спринт 2024.2.6.NPP Shared Sprint -> Спринт 2024.2.6.NPP Shared Sprint
1943849;Спринт;7/9/24 7:52;Спринт 2024.2.6.NPP Shared Sprint -> Спринт 2024.3.1.NPP Shared Sprint
1943849;Статус;7/18/24 8:23;analysis -> fixing
1943849;Резолюция;7/18/24 8:23;<empty> -> Отклонено
