entity_id;history_property_name;history_date;history_change
94297;Время решения 3ЛП ФАКТ;9/10/24 11:17;<empty> -> 2024-09-10 11:17:06.680223
94297;Время решения (ФАКТ);9/10/24 11:17;<empty> -> 2024-09-10 11:17:06.680223
94297;Исполнитель;7/13/23 11:07;user409017mail@mail.com -> user408045mail@mail.com
94297;Исполнитель;7/21/23 11:06;user4080458@mail.com -> user4091341@mail.com
94297;Срок исполнения;7/31/23 15:05;
94297;Исполнитель;9/10/24 11:16;user4091341@mail.com -> user4083841@mail.com
94297;Спринт;9/10/24 11:16;<empty> -> Спринт 2024.3.5.NPP Shared Sprint
94297;Статус;9/10/24 11:16;created -> analysis
94297;Статус;9/10/24 11:17;analysis -> fixing
94297;Статус;9/10/24 11:17;fixing -> testing
94297;Резолюция;9/10/24 11:17;<empty> -> Готово
94297;Статус;9/10/24 11:17;testing -> closed
94297;Метки;9/10/24 11:20;Таск-трекер_FE_Backlog -> PPTS-2024.3-03
94297;Метки;9/10/24 11:20;Таск-трекер_FE_Backlog -> Таск-трекер_FE_Backlog
94297;Метки;9/10/24 11:20;Таск-трекер_FE_Backlog -> Таск-трекер_FE_Regress
94297;Метки;9/10/24 11:20;Таск-трекер_FE_Regress -> PPTS-2024.3-03
94297;Метки;9/10/24 11:20;Таск-трекер_FE_Regress -> Таск-трекер_FE_Backlog
94297;Метки;9/10/24 11:20;Таск-трекер_FE_Regress -> Таск-трекер_FE_Regress
94297;Метки;9/10/24 11:20;PPTS-2024.3-03 -> PPTS-2024.3-03
94297;Метки;9/10/24 11:20;PPTS-2024.3-03 -> Таск-трекер_FE_Regress
94297;Метки;9/10/24 11:20;Таск-трекер_FE_Backlog -> PPTS-2024.3-03
94297;Метки;9/10/24 11:20;Таск-трекер_FE_Backlog -> Таск-трекер_FE_Regress
94297;Метки;9/10/24 11:20;Таск-трекер_FE_Regress -> PPTS-2024.3-03
94297;Метки;9/10/24 11:20;Таск-трекер_FE_Regress -> Таск-трекер_FE_Regress
94297;Метки;9/10/24 11:20;PPTS-2024.3-03 -> PPTS-2024.3-03
94297;Метки;9/10/24 11:20;Таск-трекер_FE_Regress -> PPTS-2024.3-03
1966759;Задача;8/15/23 10:37;
1966759;Исполнитель;8/15/23 10:38;<empty> -> user4090551@mail.com
1966759;Приоритет;8/16/23 8:54;average -> low
1966759;Связанные Задачи;10/24/23 7:10;<empty> -> 8
1966759;Связанные Задачи;10/24/23 7:10;<empty> -> PPRC-1464
1966759;Исполнитель;1/9/24 10:01;
1966759;Исполнитель;2/5/24 8:16;<empty> -> user4102486@mail.com
1966759;Статус;2/5/24 15:51;created -> analysis
1966759;Исполнитель;2/5/24 16:43;
1966759;Исполнитель;2/6/24 7:25;<empty> -> user4102486@mail.com
1966759;Статус;2/6/24 10:12;analysis -> fixing
1966759;Спринт;9/3/24 10:33;<empty> -> Спринт 2024.3.5.NPP Shared Sprint
1966759;Исполнитель;9/4/24 7:17;user4102486@mail.com -> user4092303@mail.com
2441405;Задача;10/19/23 17:58;
2441405;Спринт;10/20/23 8:52;
2441405;Исполнитель;1/31/24 7:16;<empty> -> user4102486@mail.com
2441405;Статус;2/1/24 11:56;created -> analysis
2441405;Статус;2/1/24 11:56;analysis -> fixing
2441405;Спринт;2/2/24 8:42;<empty> -> Спринт 2024.1.2.NPP Shared Sprint
2441405;Спринт;9/3/24 10:33;Спринт 2024.1.2.NPP Shared Sprint -> Спринт 2024.1.2.NPP Shared Sprint
2441405;Спринт;9/3/24 10:33;Спринт 2024.1.2.NPP Shared Sprint -> Спринт 2024.3.5.NPP Shared Sprint
2840563;Время решения 3ЛП ФАКТ;9/2/24 11:41;<empty> -> 2024-09-02 11:41:38.376656
2840563;Время решения (ФАКТ);9/2/24 11:41;<empty> -> 2024-09-02 11:41:38.376656
2840563;Задача;12/12/23 9:06;
